fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia
1980-04-05,9771,"LLEIDA, OBSERVATORIO",LLEIDA,199,"10,2","0,0","4,4",06:00,"16,0",17:30,25,"0,3","8,1",23:10,"11,4","996,0",23,"989,9",03,34
1980-04-06,9771,"LLEIDA, OBSERVATORIO",LLEIDA,199,"10,1","0,0","3,6",06:40,"16,6",15:50,11,"1,7","8,1",18:20,"10,6","998,6",24,"992,5",16,47
1980-03-30,9898,"HUESCA, AEROPUERTO",HUESCA,546,"12,1","0,0","4,6",05:45,"19,6",16:40,29,"2,5","8,9",02:53,"9,0","958,8",10,"954,9",04,
1980-03-31,9898,"HUESCA, AEROPUERTO",HUESCA,546,"17,0","0,0","9,8",06:15,"24,2",15:30,32,"0,8","5,0",00:07,"9,5","958,1",11,"953,6",19,
1980-04-01,9898,"HUESCA, AEROPUERTO",HUESCA,546,"19,5","0,0","14,2",23:59,"24,8",15:10,29,"5,3","15,0",14:30,"9,8","955,3",23,"952,8",15,
1980-04-02,9898,"HUESCA, AEROPUERTO",HUESCA,546,"12,8","0,0","7,4",23:59,"18,2",14:40,29,"10,3","16,9",11:04,"7,8","956,1",20,"954,9",05,
1980-04-03,9898,"HUESCA, AEROPUERTO",HUESCA,546,"11,4","0,0","3,8",06:00,"19,0",14:35,32,"4,2","13,9",16:35,"10,4","957,3",09,"952,3",16,
1980-04-04,9898,"HUESCA, AEROPUERTO",HUESCA,546,"9,9","0,0","2,6",06:40,"17,2",14:40,27,"3,3","11,9",14:19,"10,5","956,1",01,"949,3",18,
1980-04-05,9898,"HUESCA, AEROPUERTO",HUESCA,546,"7,3","0,0","0,6",06:00,"14,0",14:50,32,"1,9","10,0",03:40,"10,0","954,7",22,"948,1",04,
1980-04-06,9898,"HUESCA, AEROPUERTO",HUESCA,546,"7,4","0,0","-0,8",04:15,"15,6",15:20,20,"2,8","11,1",16:11,"9,6","955,8",24,"950,7",14,
1980-03-30,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"17,5","0,0","11,8",23:59,"23,2",14:25,32,"1,9","11,1",01:04,"10,7","1016,4",10,"1012,1",00,58
1980-03-31,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"17,6","0,0","8,7",06:20,"26,5",13:35,16,"2,2","6,9",13:49,"11,3","1015,2",00,"1010,7",Varias,68
1980-04-01,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"21,8","0,0","11,0",06:00,"32,7",13:50,34,"4,7","10,6",08:20,"10,5","1012,7",24,"1007,2",15,52
1980-04-02,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"17,8","0,0","12,0",04:05,"23,5",13:05,29,"6,1","18,3",20:06,"6,8","1013,9",24,"1011,9",17,41
1980-04-03,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"17,0","0,0","12,3",23:59,"21,7",15:35,32,"5,3","14,7",10:47,"10,7","1015,5",06,"1010,7",17,42
1980-04-04,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"14,4","0,0","8,4",06:25,"20,5",15:25,34,"2,5","14,7",23:53,"10,6","1013,2",07,"1006,1",Varias,45
1980-04-05,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"12,6","0,0","7,1",23:40,"18,2",13:50,34,"3,9","17,2",01:10,"8,7","1013,6",24,"1006,5",01,42
1980-04-06,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,50,"13,3","0,1","7,6",03:35,"19,0",14:45,32,"5,3","13,3",10:39,"9,9","1014,9",24,"1010,1",15,45
