provincia,year,avg_precip,dry_days
SALAMANCA,1971,1.8875,2
SANTA CRUZ DE TENERIFE,1971,0.9624999999999999,4
SEGOVIA,1971,1.875,2
SEVILLA,1971,7.6875,2
SORIA,1971,3.8,3
TARRAGONA,1971,1.9333333333333333,3
TERUEL,1971,3.025,3
TOLEDO,1971,1.59375,1
VALENCIA,1971,0.1375,5
VALLADOLID,1971,3.2,3
ZAMORA,1971,2.3249999999999997,1
ZARAGOZA,1971,1.2,3
A CORUÑA,1972,0.2791666666666667,5
ALBACETE,1972,0.6875,6
ALICANTE,1972,3.2875,6
ALMERIA,1972,1.30625,7
ARABA/ALAVA,1972,0.75,5
ASTURIAS,1972,0.3,5
AVILA,1972,0.01875,7
BADAJOZ,1972,0,8
BALEARES,1972,0,8
BARCELONA,1972,0.24583333333333332,5
BIZKAIA,1972,1.2125,5
BURGOS,1972,0.00625,7
CACERES,1972,0,8
CADIZ,1972,0.5333333333333333,7
CANTABRIA,1972,0.7925,3
CASTELLON,1972,0.4375,7
CEUTA,1972,0.125,7
CIUDAD REAL,1972,1.73125,5
CORDOBA,1972,0,8
CUENCA,1972,0.2875,6
GIPUZKOA,1972,2.1625,4
GIRONA,1972,1.7916666666666665,4
GRANADA,1972,0.85,7
GUADALAJARA,1972,0.07083333333333333,6
HUELVA,1972,0,8
HUESCA,1972,0.11875,7
ILLES BALEARS,1972,0,8
JAEN,1972,1.275,4
LA RIOJA,1972,0.0875,7
LAS PALMAS,1972,0,8
LEON,1972,0,8
LLEIDA,1972,0.08333333333333333,6
LUGO,1972,0.675,6
MADRID,1972,0.1475,5
MALAGA,1972,0.75,6
MELILLA,1972,0.925,4
MURCIA,1972,1.4375,7
NAVARRA,1972,0.05,6
PALENCIA,1972,0,8
PONTEVEDRA,1972,0.46875,6
SALAMANCA,1972,0.00625,7
SANTA CRUZ DE TENERIFE,1972,0,8
SEGOVIA,1972,0.2875,7
SEVILLA,1972,0,8
SORIA,1972,0.125,6
STA. CRUZ DE TENERIFE,1972,0,8
TARRAGONA,1972,0.020833333333333332,7
TERUEL,1972,0.5,6
TOLEDO,1972,1.1875,7
VALENCIA,1972,0.7625,6
VALLADOLID,1972,0,8
ZAMORA,1972,0,8
ZARAGOZA,1972,0.17500000000000002,5
A CORUÑA,1973,0.10833333333333334,7
ALBACETE,1973,0.175,7
ALICANTE,1973,0,8
ALMERIA,1973,0.04375,7
ARABA/ALAVA,1973,0.0125,7
ASTURIAS,1973,0.058333333333333334,6
AVILA,1973,0,8
BADAJOZ,1973,0.075,7
BALEARES,1973,0.03125,7
BARCELONA,1973,1.7083333333333335,4
BIZKAIA,1973,0.1125,7
BURGOS,1973,0.15,7
CACERES,1973,0,8
CADIZ,1973,0.49166666666666664,6
CANTABRIA,1973,0.945,5
CASTELLON,1973,0.4,7
CEUTA,1973,0,8
CIUDAD REAL,1973,0.45,7
CORDOBA,1973,0.075,7
CUENCA,1973,0.25,7
GIPUZKOA,1973,0.03125,7
GIRONA,1973,0.3,6
GRANADA,1973,1.675,6
GUADALAJARA,1973,0.6958333333333333,6
HUELVA,1973,0.0625,7
HUESCA,1973,0.325,7
ILLES BALEARS,1973,0.2625,7
JAEN,1973,0.05,7
LA RIOJA,1973,0,8
LAS PALMAS,1973,0.278125,2
LEON,1973,0,8
LLEIDA,1973,0,8
LUGO,1973,0,8
MADRID,1973,0.04583333333333334,6
MALAGA,1973,1.075,7
MELILLA,1973,4.0625,2
MURCIA,1973,0.020833333333333332,7
NAVARRA,1973,0,8
OURENSE,1973,0,8
PALENCIA,1973,0.075,7
PONTEVEDRA,1973,0,8
SALAMANCA,1973,0,8
SANTA CRUZ DE TENERIFE,1973,1.6666666666666667,2
SEGOVIA,1973,0,8
SEVILLA,1973,0.5375,5
SORIA,1973,0.0375,7
STA. CRUZ DE TENERIFE,1973,1.64375,2
TARRAGONA,1973,2.5541666666666667,5
TERUEL,1973,0.725,7
TOLEDO,1973,0,8
VALENCIA,1973,0.03125,7
VALLADOLID,1973,0,8
ZAMORA,1973,0,8
ZARAGOZA,1973,0.26249999999999996,7
A CORUÑA,1974,1.3458333333333334,5
ALBACETE,1974,3.975,3
ALICANTE,1974,3.425,4
ALMERIA,1974,0.4125,5
ARABA/ALAVA,1974,2.1125,1
ASTURIAS,1974,3.8,1
AVILA,1974,4.20625,2
BADAJOZ,1974,2.6062499999999997,4
BALEARES,1974,0.9874999999999999,4
BARCELONA,1974,3.15625,2
BIZKAIA,1974,3.175,1
BURGOS,1974,3.658333333333333,2
CACERES,1974,1.9375,4
CADIZ,1974,9.420833333333333,3
CANTABRIA,1974,7.015,0
CASTELLON,1974,3.3125,4
CEUTA,1974,4.5625,4
CIUDAD REAL,1974,2.8125,3
CORDOBA,1974,5.2875,2
CUENCA,1974,3.7,3
GIPUZKOA,1974,6.56875,3
GIRONA,1974,3.14375,2
GRANADA,1974,2.00625,2
GUADALAJARA,1974,1.725,2
HUELVA,1974,4.575,3
HUESCA,1974,0.425,6
ILLES BALEARS,1974,0.875,7
JAEN,1974,6.55,3
LA RIOJA,1974,0.7875,3
LAS PALMAS,1974,5.569642857142857,2
LEON,1974,2.7,2
LLEIDA,1974,1.56875,4
LUGO,1974,0.7708333333333334,5
MADRID,1974,2.747916666666667,2
MALAGA,1974,7.6875,4
MELILLA,1974,2.15,2
MURCIA,1974,3.1875,1
NAVARRA,1974,1.125,6
OURENSE,1974,1.2625,3
PALENCIA,1974,1.675,2
PONTEVEDRA,1974,0.49166666666666664,4
SALAMANCA,1974,1.65625,2
SANTA CRUZ DE TENERIFE,1974,2.75,2
SEGOVIA,1974,3.5375,4
SEVILLA,1974,6.05,3
SORIA,1974,2.4499999999999997,3
STA. CRUZ DE TENERIFE,1974,2.91875,5
TARRAGONA,1974,1.4,3
TERUEL,1974,2.6125,5
TOLEDO,1974,5.04375,2
VALENCIA,1974,4.325,3
VALLADOLID,1974,1.24375,3
ZAMORA,1974,1.95,3
ZARAGOZA,1974,1.8625,4
A CORUÑA,1975,1.6666666666666667,3
ALBACETE,1975,2.275,6
ALICANTE,1975,0.025,7
ALMERIA,1975,1.4125,6
ARABA/ALAVA,1975,4.125,1
ASTURIAS,1975,3.779166666666667,2
AVILA,1975,0.5875,6
BADAJOZ,1975,1.61875,6
BALEARES,1975,0.25625000000000003,5
BARCELONA,1975,2.015625,5
BIZKAIA,1975,3.75,1
BURGOS,1975,1.8708333333333333,2
CACERES,1975,0.1125,5
CADIZ,1975,3.8041666666666667,5
CANTABRIA,1975,4.57,1
CASTELLON,1975,1.15,7
CEUTA,1975,5,5
CIUDAD REAL,1975,0.20625,5
CORDOBA,1975,0.8125,7
CUENCA,1975,1.675,7
GIPUZKOA,1975,3.86875,2
GIRONA,1975,1.096875,5
GRANADA,1975,0.5125,7
GUADALAJARA,1975,0.6333333333333333,6
HUELVA,1975,2.6875,6
HUESCA,1975,2.41875,3
ILLES BALEARS,1975,0.4375,6
JAEN,1975,1.4375,5
LA RIOJA,1975,1.45,2
LAS PALMAS,1975,0.7089285714285714,5
LEON,1975,1.175,5
LLEIDA,1975,2.14375,5
LUGO,1975,0.625,5
MADRID,1975,0.7785714285714286,5
MALAGA,1975,0.575,6
MELILLA,1975,1.85,6
MURCIA,1975,0.525,6
NAVARRA,1975,2.30625,3
OURENSE,1975,1.71875,4
PALENCIA,1975,0,8
PONTEVEDRA,1975,0.95,4
SALAMANCA,1975,0.06875,6
SANTA CRUZ DE TENERIFE,1975,0.075,6
SEGOVIA,1975,0.5125,5
SEVILLA,1975,3.075,6
SORIA,1975,1.0625,5
STA. CRUZ DE TENERIFE,1975,0.9291666666666667,5
TARRAGONA,1975,1.41875,6
TERUEL,1975,1.875,7
TOLEDO,1975,0.4875,6
VALENCIA,1975,2.35625,7
VALLADOLID,1975,0.1125,5
ZAMORA,1975,0.2375,5
ZARAGOZA,1975,0.6375,4
A CORUÑA,1976,3.2,3
ALBACETE,1976,2.4375,4
ALICANTE,1976,2.24375,3
ALMERIA,1976,4.604166666666667,3
ARABA/ALAVA,1976,5.8374999999999995,3
ASTURIAS,1976,3.345833333333333,1
AVILA,1976,5.2625,3
BADAJOZ,1976,5.63125,3
BALEARES,1976,2.13125,1
BARCELONA,1976,5.40625,3
BIZKAIA,1976,8.3625,4
BURGOS,1976,5.129166666666666,1
CACERES,1976,3.11875,4
CADIZ,1976,7.3875,3
CANTABRIA,1976,5.9625,3
CASTELLON,1976,1.3875,5
CEUTA,1976,16.375,2
CIUDAD REAL,1976,2.21875,3
CORDOBA,1976,7.025,5
CUENCA,1976,3.325,5
GIPUZKOA,1976,5.75,3
GIRONA,1976,7.484375,3
GRANADA,1976,4.1875,3
GUADALAJARA,1976,2.025,3
HUELVA,1976,4.4,3
HUESCA,1976,2.4,4
ILLES BALEARS,1976,0.7875,4
JAEN,1976,3.5875,3
LA RIOJA,1976,4.325,3
LAS PALMAS,1976,0.0375,7
LEON,1976,1.2375,3
LLEIDA,1976,1.4,5
LUGO,1976,2.1666666666666665,3
MADRID,1976,4.75,2
MALAGA,1976,6.525,2
MELILLA,1976,6.3875,2
MURCIA,1976,2.1416666666666666,4
NAVARRA,1976,3.275,2
OURENSE,1976,2.275,5
PALENCIA,1976,1.4,5
PONTEVEDRA,1976,2.3541666666666665,4
SALAMANCA,1976,5.0125,3
SANTA CRUZ DE TENERIFE,1976,0.1025,4
SEGOVIA,1976,2.0375,5
SEVILLA,1976,9.275,5
SORIA,1976,1.7,4
STA. CRUZ DE TENERIFE,1976,0.27083333333333337,6
TARRAGONA,1976,6.459375,5
TERUEL,1976,1.5,5
TOLEDO,1976,2.075,4
VALENCIA,1976,1.6,4
VALLADOLID,1976,4.71875,3
ZAMORA,1976,2.3125,4
ZARAGOZA,1976,1.1312499999999999,6
A CORUÑA,1977,6.234375,0
ALBACETE,1977,0,8
ALICANTE,1977,0,8
ALMERIA,1977,0.04583333333333333,7
ARABA/ALAVA,1977,3.3000000000000003,2
ASTURIAS,1977,6.270833333333333,0
AVILA,1977,0.61875,5
BADAJOZ,1977,0.54375,5
BALEARES,1977,2.3125,4
BARCELONA,1977,0.559375,4
BIZKAIA,1977,5.9125,1
BURGOS,1977,4.741666666666666,1
CACERES,1977,0.4,5
CADIZ,1977,0.2708333333333333,5
CANTABRIA,1977,5.990625,0
CASTELLON,1977,0,8
CEUTA,1977,0.25,7
CIUDAD REAL,1977,0,8
CORDOBA,1977,0,8
CUENCA,1977,0,8
GIPUZKOA,1977,8.95,1
GIRONA,1977,2.253125,3
GRANADA,1977,0.2125,7
GUADALAJARA,1977,0.7583333333333333,3
HUELVA,1977,0.225,6
HUESCA,1977,1.4,4
ILLES BALEARS,1977,2.09375,5
JAEN,1977,0,8
LA RIOJA,1977,1.65,3
LAS PALMAS,1977,1.6625,5
LEON,1977,3.36875,3
LLEIDA,1977,1.1625,6
LUGO,1977,5.846875,0
MADRID,1977,0.740625,1
MALAGA,1977,0.675,7
MELILLA,1977,0,8
MURCIA,1977,0.0125,7
NAVARRA,1977,3.2624999999999997,1
OURENSE,1977,3.38125,2
PALENCIA,1977,2.375,3
PONTEVEDRA,1977,9.84375,2
SALAMANCA,1977,1.66875,4
SANTA CRUZ DE TENERIFE,1977,18.7075,5
SEGOVIA,1977,1.6375,6
SEVILLA,1977,0,8
SORIA,1977,0.8125,6
STA. CRUZ DE TENERIFE,1977,10.0625,5
TARRAGONA,1977,0.5906250000000001,4
TERUEL,1977,0.7125,4
TOLEDO,1977,0.05,7
VALENCIA,1977,0.01875,7
VALLADOLID,1977,4.075,3
ZAMORA,1977,3.5500000000000003,4
ZARAGOZA,1977,0.51875,5
A CORUÑA,1978,1.815625,0
ALBACETE,1978,0,8
ALICANTE,1978,0,8
ALMERIA,1978,0,8
ARABA/ALAVA,1978,2.05,1
ASTURIAS,1978,1.2416666666666667,2
AVILA,1978,0,8
BADAJOZ,1978,0,8
BALEARES,1978,0,8
BARCELONA,1978,0,8
BIZKAIA,1978,3.6125,0
BURGOS,1978,0.0625,7
CACERES,1978,0,8
CADIZ,1978,0,8
CANTABRIA,1978,1.7,1
CASTELLON,1978,0,8
CEUTA,1978,0,8
CIUDAD REAL,1978,0,8
CORDOBA,1978,0,8
CUENCA,1978,0,8
GIPUZKOA,1978,7.40625,0
GIRONA,1978,0.290625,5
GRANADA,1978,0,8
GUADALAJARA,1978,0,8
HUELVA,1978,0,8
HUESCA,1978,0.85,3
ILLES BALEARS,1978,0,8
JAEN,1978,0,8
LA RIOJA,1978,0.0875,4
LAS PALMAS,1978,0,8
LEON,1978,0.03125,7
LLEIDA,1978,0.3125,7
LUGO,1978,0.55,3
MADRID,1978,0,8
MELILLA,1978,0,8
MURCIA,1978,0,8
OURENSE,1978,0.6,2
PALENCIA,1978,0,8
PONTEVEDRA,1978,3,1
SALAMANCA,1978,0,8
SANTA CRUZ DE TENERIFE,1978,0.0075,7
SEGOVIA,1978,0,8
SEVILLA,1978,0,8
SORIA,1978,0,8
STA. CRUZ DE TENERIFE,1978,0.10416666666666667,7
TARRAGONA,1978,0,8
TERUEL,1978,0,8
TOLEDO,1978,0,8
VALENCIA,1978,0,8
VALLADOLID,1978,0,8
ZAMORA,1978,0,8
ZARAGOZA,1978,0,8
A CORUÑA,1979,10.965625,0
ALBACETE,1979,5.3374999999999995,5
ALICANTE,1979,1.1125,5
ALMERIA,1979,0.475,7
ARABA/ALAVA,1979,3.425,3
ASTURIAS,1979,1.8925,3
AVILA,1979,6.2875,2
BADAJOZ,1979,7.08125,1
BALEARES,1979,0.41875,5
BARCELONA,1979,2.515625,4
BIZKAIA,1979,3.4625000000000004,5
BURGOS,1979,3.216666666666667,0
CACERES,1979,4.9125,3
CADIZ,1979,3.2625,3
CANTABRIA,1979,0.7925,5
CASTELLON,1979,1.6625,3
CEUTA,1979,5.4375,4
CIUDAD REAL,1979,3.99375,1
CORDOBA,1979,3.425,3
CUENCA,1979,5.4125,2
GIPUZKOA,1979,8.643749999999999,3
GIRONA,1979,3.275,2
GRANADA,1979,2.08125,3
GUADALAJARA,1979,5.816666666666666,1
HUELVA,1979,3.4375,3
HUESCA,1979,3.71875,3
ILLES BALEARS,1979,1.7166666666666666,4
JAEN,1979,2.825,2
LA RIOJA,1979,3.05,4
LAS PALMAS,1979,0.17291666666666666,5
LEON,1979,4.23125,2
LLEIDA,1979,2.01875,4
LUGO,1979,6.559375,0
MADRID,1979,5.706944444444445,1
MALAGA,1979,2.9499999999999997,3
MELILLA,1979,3.4375,4
MURCIA,1979,0.1125,5
NAVARRA,1979,0.9625,4
OURENSE,1979,16.208333333333332,1
PALENCIA,1979,2.45,2
PONTEVEDRA,1979,17.8375,1
SALAMANCA,1979,1.7875,3
SANTA CRUZ DE TENERIFE,1979,0.28,3
SEGOVIA,1979,10.54375,3
SEVILLA,1979,2.73125,3
SORIA,1979,3.0875,3
STA. CRUZ DE TENERIFE,1979,2.5,6
TARRAGONA,1979,3.725,1
TERUEL,1979,3.8625,5
TOLEDO,1979,3.61875,2
VALENCIA,1979,2.71875,3
VALLADOLID,1979,2.48125,2
ZAMORA,1979,2.5375,2
ZARAGOZA,1979,2.975,4
A CORUÑA,1980,0.26875,5
ALBACETE,1980,0.05,7
ALICANTE,1980,0,8
ALMERIA,1980,0,8
ARABA/ALAVA,1980,0.975,7
ASTURIAS,1980,0.09166666666666667,6
AVILA,1980,0,8
BADAJOZ,1980,0.125,7
BALEARES,1980,1.3375,5
BARCELONA,1980,0.471875,6
BIZKAIA,1980,0.0875,6
BURGOS,1980,0,8
CACERES,1980,0,8
CADIZ,1980,0,8
CANTABRIA,1980,0.27999999999999997,5
CASTELLON,1980,0.8875,5
CEUTA,1980,0,8
CIUDAD REAL,1980,0,8
CORDOBA,1980,0.1125,7
CUENCA,1980,0,8
GIPUZKOA,1980,0.11875,7
GIRONA,1980,0,8
GRANADA,1980,0.7374999999999999,6
GUADALAJARA,1980,0.125,7
HUELVA,1980,0,8
HUESCA,1980,0,8
ILLES BALEARS,1980,1.711764705882353,5
JAEN,1980,0,8
LA RIOJA,1980,0,8
LAS PALMAS,1980,0,8
LEON,1980,0,8
LLEIDA,1980,0,8
LUGO,1980,2,2
MADRID,1980,0,8
MALAGA,1980,0,8
MELILLA,1980,0,8
MURCIA,1980,0,8
NAVARRA,1980,0,8
OURENSE,1980,0,8
PALENCIA,1980,0,8
PONTEVEDRA,1980,0.12083333333333333,5
SALAMANCA,1980,0,8
SANTA CRUZ DE TENERIFE,1980,0,8
SEGOVIA,1980,0,8
SEVILLA,1980,0.01875,7
SORIA,1980,0,8
STA. CRUZ DE TENERIFE,1980,0,8
TARRAGONA,1980,0.421875,5
TERUEL,1980,0,8
TOLEDO,1980,0,8
VALENCIA,1980,1.66875,4
VALLADOLID,1980,0.025,7
ZAMORA,1980,0,8
ZARAGOZA,1980,0,8
A CORUÑA,1981,1.928125,4
ALBACETE,1981,2.4,3
ALICANTE,1981,1.51875,2
ALMERIA,1981,1.15,6
ARABA/ALAVA,1981,1.7625,4
ASTURIAS,1981,1.4416666666666667,3
AVILA,1981,0.825,3
BADAJOZ,1981,1.13125,6
BALEARES,1981,3.5625,2
BARCELONA,1981,1.5825,3
BIZKAIA,1981,1.575,5
BURGOS,1981,1.9041666666666666,3
CACERES,1981,0.525,5
CADIZ,1981,0.44583333333333336,5
CANTABRIA,1981,0.79,4
CASTELLON,1981,1,5
CEUTA,1981,2.525,6
CIUDAD REAL,1981,2.25625,3
CORDOBA,1981,0.5625,6
CUENCA,1981,1.8875,4
GIPUZKOA,1981,2.5437499999999997,4
GIRONA,1981,1.696875,1
GRANADA,1981,2.2937499999999997,4
GUADALAJARA,1981,3.40625,1
HUELVA,1981,0,8
HUESCA,1981,1.83125,3
ILLES BALEARS,1981,6.05,1
JAEN,1981,2.5,1
LA RIOJA,1981,4.2375,5
LAS PALMAS,1981,0.005,7
LEON,1981,2.00625,5
LLEIDA,1981,1.04375,3
LUGO,1981,3.9625,4
MADRID,1981,2.2546875,2
MALAGA,1981,4.4,6
MELILLA,1981,3.1125,4
MURCIA,1981,1.9791666666666667,3
NAVARRA,1981,1.5125,4
OURENSE,1981,1.2,4
PALENCIA,1981,1.6375,7
PONTEVEDRA,1981,4.6,4
SALAMANCA,1981,2.9187499999999997,4
SANTA CRUZ DE TENERIFE,1981,0.03958333333333333,5
SEGOVIA,1981,2.64375,3
SEVILLA,1981,0.025,7
SORIA,1981,4.9625,5
STA. CRUZ DE TENERIFE,1981,0.16666666666666666,7
TARRAGONA,1981,0.79375,3
TERUEL,1981,0.275,6
TOLEDO,1981,1.425,3
VALENCIA,1981,0.2875,5
VALLADOLID,1981,1.575,6
ZAMORA,1981,1.55,5
ZARAGOZA,1981,2.9625,4
A CORUÑA,1982,1.7375,4
ALBACETE,1982,0.4375,6
ALICANTE,1982,0,8
ALMERIA,1982,1.5125,6
ARABA/ALAVA,1982,0.825,6
ASTURIAS,1982,0.7374999999999999,7
AVILA,1982,1.4125,6
BADAJOZ,1982,0.0875,6
BALEARES,1982,0,8
BARCELONA,1982,0,8
BIZKAIA,1982,0.5375,6
BURGOS,1982,2.220833333333333,5
CACERES,1982,0.7,6
CADIZ,1982,1.5083333333333333,5
CANTABRIA,1982,0.0875,7
CASTELLON,1982,0,8
CEUTA,1982,0.175,7
CIUDAD REAL,1982,0.41875,7
CUENCA,1982,0.3625,6
GIPUZKOA,1982,0.14375,7
GIRONA,1982,0.008333333333333333,7
GRANADA,1982,0.018750000000000003,7
GUADALAJARA,1982,2.675,4
HUELVA,1982,1.3125,5
HUESCA,1982,0.46875,7
ILLES BALEARS,1982,0,8
JAEN,1982,0.675,7
LA RIOJA,1982,0.275,6
LAS PALMAS,1982,3.2425,4
LEON,1982,0.33125,5
LLEIDA,1982,0,8
LUGO,1982,0.275,6
MADRID,1982,1.221875,6
MALAGA,1982,0.3,6
MELILLA,1982,2.0625,6
MURCIA,1982,0,8
NAVARRA,1982,0.0125,7
OURENSE,1982,2.825,5
PALENCIA,1982,0.28750000000000003,5
PONTEVEDRA,1982,2.033333333333333,5
SALAMANCA,1982,0.38749999999999996,6
SANTA CRUZ DE TENERIFE,1982,1.4770833333333333,4
SEGOVIA,1982,3.5999999999999996,5
SEVILLA,1982,1.3,5
SORIA,1982,0.7125,6
STA. CRUZ DE TENERIFE,1982,1.3666666666666667,5
TARRAGONA,1982,0,8
TERUEL,1982,0.85,6
TOLEDO,1982,0.3375,6
VALENCIA,1982,0,8
VALLADOLID,1982,1.60625,5
ZAMORA,1982,0.125,7
ZARAGOZA,1982,0.40625,5
A CORUÑA,1983,4.58,0
ALBACETE,1983,1.5562500000000001,6
ALICANTE,1983,0.03125,7
ALMERIA,1983,0,8
ARABA/ALAVA,1983,11.3375,0
ASTURIAS,1983,14.7425,0
AVILA,1983,0.2625,4
BADAJOZ,1983,0.11875000000000001,7
BALEARES,1983,2.4166666666666665,4
BARCELONA,1983,1.4375,4
BIZKAIA,1983,10.7125,1
BURGOS,1983,3.8041666666666667,1
CACERES,1983,0,8
CADIZ,1983,0,8
CANTABRIA,1983,17.58,0
CASTELLON,1983,0.15,7
CEUTA,1983,0,8
CIUDAD REAL,1983,0.5125,6
CUENCA,1983,0.2875,5
GIPUZKOA,1983,14.8375,1
GIRONA,1983,1.5999999999999999,3
GRANADA,1983,0.04375,7
GUADALAJARA,1983,0.35,4
HUELVA,1983,0,8
HUESCA,1983,3.5187500000000003,1
ILLES BALEARS,1983,2.7458333333333336,4
JAEN,1983,0,8
LA RIOJA,1983,1.25,3
LAS PALMAS,1983,0.684375,4
LEON,1983,1.325,4
LLEIDA,1983,0.05625,7
LUGO,1983,5.175,0
MADRID,1983,0.4361111111111111,1
MALAGA,1983,0,8
MELILLA,1983,1.4,6
MURCIA,1983,0,8
NAVARRA,1983,7.0375,0
OURENSE,1983,1.2875,2
PALENCIA,1983,0.525,6
PONTEVEDRA,1983,3.3208333333333333,1
SALAMANCA,1983,0.725,3
SANTA CRUZ DE TENERIFE,1983,0.6833333333333333,5
SEGOVIA,1983,1.00625,4
SEVILLA,1983,0,8
SORIA,1983,1.25,3
STA. CRUZ DE TENERIFE,1983,0.234375,6
TARRAGONA,1983,0.253125,6
TERUEL,1983,0.825,5
TOLEDO,1983,0.325,6
VALENCIA,1983,0.05,6
VALLADOLID,1983,0.40625,5
ZAMORA,1983,0.037500000000000006,6
ZARAGOZA,1983,1.14375,4
A CORUÑA,1984,0,8
ALBACETE,1984,0.00625,7
ALICANTE,1984,0.075,7
ALMERIA,1984,0,8
ARABA/ALAVA,1984,0.4,6
ASTURIAS,1984,0.5975,6
AVILA,1984,0.475,6
BADAJOZ,1984,0,8
BALEARES,1984,0.85,7
BARCELONA,1984,0.2575,7
BIZKAIA,1984,1.1500000000000001,6
BURGOS,1984,0.08333333333333333,7
CACERES,1984,0.5416666666666666,5
CADIZ,1984,0.125,6
CANTABRIA,1984,0.63,6
CASTELLON,1984,0.05,7
CEUTA,1984,0,8
CIUDAD REAL,1984,0.44375,7
CUENCA,1984,0.05,7
GIPUZKOA,1984,0.39375,6
GIRONA,1984,0.07083333333333333,6
GRANADA,1984,0.70625,6
GUADALAJARA,1984,0.7999999999999999,6
HUELVA,1984,0,8
HUESCA,1984,0,8
ILLES BALEARS,1984,0.4375,6
JAEN,1984,0,8
LA RIOJA,1984,0.15,7
LAS PALMAS,1984,0.2357142857142857,6
LEON,1984,0.03125,7
LLEIDA,1984,0.05625,7
LUGO,1984,0.4575,1
MADRID,1984,0.33055555555555555,7
MALAGA,1984,0,8
MELILLA,1984,0,8
MURCIA,1984,0.578125,7
NAVARRA,1984,0.025,7
OURENSE,1984,0,8
PONTEVEDRA,1984,0,8
SALAMANCA,1984,0.4125,7
SANTA CRUZ DE TENERIFE,1984,0.17916666666666667,6
SEGOVIA,1984,0.725,7
SEVILLA,1984,0.125,7
SORIA,1984,0.075,7
STA. CRUZ DE TENERIFE,1984,0.0375,7
TARRAGONA,1984,0.175,7
TERUEL,1984,0,8
TOLEDO,1984,0.029166666666666664,7
VALENCIA,1984,0.0625,7
VALLADOLID,1984,0.00625,7
ZAMORA,1984,0.2625,7
ZARAGOZA,1984,0.04375,7
A CORUÑA,1985,10.370833333333334,0
ALBACETE,1985,0.42500000000000004,6
ALICANTE,1985,0,8
ALMERIA,1985,0,8
ARABA/ALAVA,1985,1.9124999999999999,5
ASTURIAS,1985,2.958333333333333,5
AVILA,1985,3.99375,4
BADAJOZ,1985,3.3875,4
BALEARES,1985,0.03333333333333333,7
BARCELONA,1985,1.0979166666666667,6
BIZKAIA,1985,0.4375,5
BURGOS,1985,4.066666666666666,4
CACERES,1985,4.3,4
CADIZ,1985,0.30833333333333335,5
CANTABRIA,1985,1.8075,5
CASTELLON,1985,0,8
CEUTA,1985,0.125,7
CIUDAD REAL,1985,1.5125,5
CUENCA,1985,1.8125,5
GIPUZKOA,1985,2.25625,5
GIRONA,1985,1.1833333333333333,6
GRANADA,1985,0.2875,6
GUADALAJARA,1985,1.940625,4
HUELVA,1985,0.41250000000000003,4
HUESCA,1985,3.3000000000000003,4
ILLES BALEARS,1985,0.125,7
JAEN,1985,1.5,6
LA RIOJA,1985,0.6625,6
LAS PALMAS,1985,0,8
LEON,1985,3.55625,2
LLEIDA,1985,1.60625,4
LUGO,1985,4.6675,0
MADRID,1985,1.7791666666666666,4
MALAGA,1985,0,8
MELILLA,1985,0,8
MURCIA,1985,0,8
NAVARRA,1985,1.01875,4
OURENSE,1985,3.5250000000000004,4
PALENCIA,1985,2.9,4
PONTEVEDRA,1985,10.670833333333333,1
SALAMANCA,1985,4,5
SANTA CRUZ DE TENERIFE,1985,0,8
SEGOVIA,1985,4.8187500000000005,4
SEVILLA,1985,0.81875,5
SORIA,1985,3.4875,5
STA. CRUZ DE TENERIFE,1985,0.45454545454545453,7
TARRAGONA,1985,0.809375,7
TOLEDO,1985,3.725,4
VALENCIA,1985,0,8
VALLADOLID,1985,4.05,4
ZAMORA,1985,1.95,4
ZARAGOZA,1985,0.08125,6
A CORUÑA,1986,5.302083333333333,0
ALBACETE,1986,0.05,7
ALICANTE,1986,0,8
ALMERIA,1986,0,8
ARABA/ALAVA,1986,1.0250000000000001,3
ASTURIAS,1986,2.485,0
AVILA,1986,0.15625,5
BADAJOZ,1986,0.004166666666666667,7
BALEARES,1986,0.21666666666666667,7
BARCELONA,1986,0,8
BIZKAIA,1986,2.5,2
BURGOS,1986,0.2916666666666667,2
CACERES,1986,0.008333333333333333,7
CADIZ,1986,0.05416666666666667,6
CANTABRIA,1986,1.5910714285714285,2
CASTELLON,1986,0,8
CIUDAD REAL,1986,0,8
CORDOBA,1986,0,8
CUENCA,1986,0,8
GIPUZKOA,1986,2.59375,1
GIRONA,1986,0.7125,6
GRANADA,1986,0,8
GUADALAJARA,1986,0.16875,5
HUELVA,1986,0,8
HUESCA,1986,0.1625,4
ILLES BALEARS,1986,0.0625,7
JAEN,1986,0.1625,7
LA RIOJA,1986,0.22499999999999998,6
LAS PALMAS,1986,0.35000000000000003,6
LEON,1986,0.59375,4
LLEIDA,1986,0,8
LUGO,1986,2.915,0
MADRID,1986,0.31875,5
MALAGA,1986,0,8
MELILLA,1986,0,8
MURCIA,1986,0,8
NAVARRA,1986,0.20625,3
OURENSE,1986,2.375,2
PALENCIA,1986,0,8
PONTEVEDRA,1986,5.991666666666667,0
SALAMANCA,1986,0.15,5
SANTA CRUZ DE TENERIFE,1986,0.22291666666666665,3
SEGOVIA,1986,0.23750000000000002,6
SEVILLA,1986,0,8
SORIA,1986,0.0625,7
STA. CRUZ DE TENERIFE,1986,0.21176470588235294,5
TARRAGONA,1986,0,8
TOLEDO,1986,0.1,6
VALENCIA,1986,0,8
VALLADOLID,1986,0.225,6
ZAMORA,1986,0,8
