provincia,year,avg_precip,dry_days
JAEN,1955,0.0625,7
LA RIOJA,1955,0,8
LAS PALMAS,1955,0,8
LEON,1955,0.025,7
LLEIDA,1955,0.125,7
LUGO,1955,0.1125,7
MADRID,1955,0,8
MALAGA,1955,0.325,7
MURCIA,1955,0,8
NAVARRA,1955,0,8
OURENSE,1955,0,8
PALENCIA,1955,0.2125,7
SALAMANCA,1955,0,8
SANTA CRUZ DE TENERIFE,1955,0,8
SEGOVIA,1955,0.0625,7
SEVILLA,1955,0,8
SORIA,1955,0,8
STA. CRUZ DE TENERIFE,1955,0,8
TARRAGONA,1955,0,8
TERUEL,1955,0,8
TOLEDO,1955,0,8
VALENCIA,1955,0,8
VALLADOLID,1955,0.1,7
ZAMORA,1955,0,8
ZARAGOZA,1955,0,8
A CORUÑA,1956,5.6875,2
ALBACETE,1956,2.8000000000000003,4
ALICANTE,1956,1.4500000000000002,5
ALMERIA,1956,0.9875,4
ARABA/ALAVA,1956,2.3125,2
ASTURIAS,1956,0.975,4
AVILA,1956,7.6,1
BADAJOZ,1956,11.35,3
BARCELONA,1956,4.970833333333333,3
BIZKAIA,1956,1.4625,4
BURGOS,1956,2.8125,1
CACERES,1956,4.925,2
CADIZ,1956,7.633333333333334,1
CANTABRIA,1956,1.125,3
CASTELLON,1956,3.025,3
CEUTA,1956,8.8125,1
CIUDAD REAL,1956,1.9125,2
CUENCA,1956,9.6,3
GIPUZKOA,1956,3.325,3
GIRONA,1956,9.0375,3
GRANADA,1956,4,1
GUADALAJARA,1956,7.266666666666667,1
HUELVA,1956,3.725,4
HUESCA,1956,6.777777777777778,3
ILLES BALEARS,1956,0.9875,6
JAEN,1956,3.7375,4
LA RIOJA,1956,3.95,3
LAS PALMAS,1956,0,8
LEON,1956,5.5125,1
LLEIDA,1956,3.975,6
LUGO,1956,5.75,0
MADRID,1956,4.865,0
MALAGA,1956,9.4,3
MURCIA,1956,3.2333333333333334,5
NAVARRA,1956,2.225,3
OURENSE,1956,7.20625,0
PALENCIA,1956,3.5875,0
PONTEVEDRA,1956,17.5125,2
SALAMANCA,1956,4.7749999999999995,2
SANTA CRUZ DE TENERIFE,1956,3.591666666666667,5
SEGOVIA,1956,14.8125,2
SEVILLA,1956,10.125,1
SORIA,1956,5.1625,2
STA. CRUZ DE TENERIFE,1956,5.675,4
TARRAGONA,1956,5.070833333333334,3
TERUEL,1956,1.375,6
TOLEDO,1956,3.0500000000000003,4
VALENCIA,1956,2.0124999999999997,4
VALLADOLID,1956,4.4,2
ZAMORA,1956,4.9,1
ZARAGOZA,1956,3.9625,2
A CORUÑA,1957,0.225,7
ALBACETE,1957,0.38749999999999996,6
ALICANTE,1957,0.65,5
ALMERIA,1957,0.2625,7
ARABA/ALAVA,1957,0.3375,6
ASTURIAS,1957,1.5499999999999998,6
AVILA,1957,1.7875,7
BADAJOZ,1957,0,8
BARCELONA,1957,1.26875,5
BIZKAIA,1957,0.2125,6
BURGOS,1957,0.325,6
CACERES,1957,0.225,7
CADIZ,1957,0.4375,5
CANTABRIA,1957,1.175,6
CASTELLON,1957,0,8
CEUTA,1957,1.25,6
CIUDAD REAL,1957,0.15,7
CUENCA,1957,0,8
GIPUZKOA,1957,0.7125,4
GIRONA,1957,0.041666666666666664,7
GRANADA,1957,1.5,5
GUADALAJARA,1957,0.9666666666666667,6
HUELVA,1957,0,8
HUESCA,1957,0,8
ILLES BALEARS,1957,0.5833333333333334,4
JAEN,1957,0,8
LA RIOJA,1957,0,8
LAS PALMAS,1957,0,1
LEON,1957,0.45625000000000004,7
LLEIDA,1957,0.025,7
LUGO,1957,0.925,7
MADRID,1957,1.1875,6
MALAGA,1957,1.6375,7
MURCIA,1957,0.30833333333333335,6
NAVARRA,1957,0,8
OURENSE,1957,0.3,7
PALENCIA,1957,1.1625,7
PONTEVEDRA,1957,0,8
SALAMANCA,1957,2.125,7
SANTA CRUZ DE TENERIFE,1957,0.29583333333333334,5
SEGOVIA,1957,1.0999999999999999,6
SEVILLA,1957,0.1,7
SORIA,1957,0.0625,7
STA. CRUZ DE TENERIFE,1957,0,8
TARRAGONA,1957,0.016666666666666666,7
TERUEL,1957,0,8
TOLEDO,1957,0.3375,7
VALENCIA,1957,0.4125,6
VALLADOLID,1957,3.875,6
ZAMORA,1957,0.575,6
ZARAGOZA,1957,0,8
A CORUÑA,1958,10.425,0
ALBACETE,1958,0.775,3
ALICANTE,1958,0.2375,7
ALMERIA,1958,0,8
ARABA/ALAVA,1958,2.4625,2
ASTURIAS,1958,2.9875,4
AVILA,1958,1.4625000000000001,3
BADAJOZ,1958,5.20625,1
BARCELONA,1958,0.21875,5
BIZKAIA,1958,3.2249999999999996,5
BURGOS,1958,3.94375,1
CACERES,1958,3.4125,1
CADIZ,1958,0.9,3
CANTABRIA,1958,2.040625,0
CASTELLON,1958,0.1,7
CEUTA,1958,0.25,6
CUENCA,1958,2.4875000000000003,3
GIPUZKOA,1958,5.125,1
GIRONA,1958,1.8708333333333333,2
GRANADA,1958,1.6875,3
GUADALAJARA,1958,2.775,1
HUELVA,1958,1.75,3
HUESCA,1958,4.075,2
ILLES BALEARS,1958,0.9875,7
JAEN,1958,4.675,3
LA RIOJA,1958,1.64375,2
LAS PALMAS,1958,0,1
LEON,1958,3.6374999999999997,1
LLEIDA,1958,5,4
MADRID,1958,3.665,1
MALAGA,1958,0,8
MURCIA,1958,0,8
NAVARRA,1958,3.5,0
OURENSE,1958,7.8625,0
PALENCIA,1958,2.3625,2
PONTEVEDRA,1958,15.65625,0
SALAMANCA,1958,2.475,2
SANTA CRUZ DE TENERIFE,1958,0.22916666666666666,7
SEVILLA,1958,1.56875,3
SORIA,1958,2.65,3
STA. CRUZ DE TENERIFE,1958,0,8
TARRAGONA,1958,0.12916666666666668,6
TERUEL,1958,0.675,6
TOLEDO,1958,1.16875,3
VALENCIA,1958,0.1625,5
VALLADOLID,1958,3.475,3
ZAMORA,1958,4.125,3
ZARAGOZA,1958,0.85,5
A CORUÑA,1959,10.8125,0
ALBACETE,1959,1.6,6
ALICANTE,1959,0.2,7
ALMERIA,1959,0,8
ARABA/ALAVA,1959,6.1375,4
ASTURIAS,1959,1.7,5
AVILA,1959,0.525,4
BARCELONA,1959,3.6875,2
BIZKAIA,1959,6.75,3
BURGOS,1959,2.99375,2
CACERES,1959,0.75,4
CADIZ,1959,0.09166666666666667,6
CANTABRIA,1959,4.859375,3
CASTELLON,1959,0.625,6
CUENCA,1959,0.225,5
GIPUZKOA,1959,5.875,0
GIRONA,1959,7.3,1
GRANADA,1959,0.275,6
GUADALAJARA,1959,0.8083333333333333,6
HUESCA,1959,4.23125,0
ILLES BALEARS,1959,0.125,7
LA RIOJA,1959,1.85625,3
LEON,1959,3.03125,1
LLEIDA,1959,7.7375,2
MADRID,1959,1.1075,1
MALAGA,1959,0,8
MURCIA,1959,0.041666666666666664,7
NAVARRA,1959,2.25,4
OURENSE,1959,6.65625,2
PALENCIA,1959,1.0125,4
PONTEVEDRA,1959,14.75625,1
SALAMANCA,1959,0.625,4
SANTA CRUZ DE TENERIFE,1959,0.016666666666666666,7
SEVILLA,1959,0.2375,6
SORIA,1959,1.2,4
STA. CRUZ DE TENERIFE,1959,0,8
TARRAGONA,1959,0.5875,4
TERUEL,1959,0.25,7
TOLEDO,1959,0.175,6
VALENCIA,1959,0.4375,7
VALLADOLID,1959,0.975,4
ZAMORA,1959,1.0375,3
ZARAGOZA,1959,1.8875000000000002,5
A CORUÑA,1960,0.17916666666666667,6
ALBACETE,1960,0,8
ALICANTE,1960,0,8
ALMERIA,1960,0,8
ARABA/ALAVA,1960,1.7,4
ASTURIAS,1960,0.7,5
AVILA,1960,0,8
BADAJOZ,1960,0,8
BARCELONA,1960,0.25625,6
BIZKAIA,1960,3.5875,4
BURGOS,1960,0.025,7
CACERES,1960,0,8
CADIZ,1960,0,8
CANTABRIA,1960,2.1875,1
CASTELLON,1960,0,8
CEUTA,1960,0,8
CIUDAD REAL,1960,0,8
CORDOBA,1960,0,8
CUENCA,1960,0,8
GIPUZKOA,1960,3.65625,3
GIRONA,1960,0.8624999999999999,5
GRANADA,1960,0,8
GUADALAJARA,1960,0.04583333333333334,7
HUELVA,1960,0,8
HUESCA,1960,0.53125,7
ILLES BALEARS,1960,0,6
JAEN,1960,0,8
LA RIOJA,1960,0.0125,7
LAS PALMAS,1960,0,8
LEON,1960,0,8
LLEIDA,1960,0,8
LUGO,1960,0,8
MADRID,1960,0,8
MALAGA,1960,0,8
MURCIA,1960,0,8
NAVARRA,1960,1.875,6
OURENSE,1960,0,8
PALENCIA,1960,0,8
PONTEVEDRA,1960,0,8
SANTA CRUZ DE TENERIFE,1960,0,8
SEGOVIA,1960,0,8
SEVILLA,1960,0,8
SORIA,1960,0.025,7
STA. CRUZ DE TENERIFE,1960,0,8
TARRAGONA,1960,0.0625,7
TERUEL,1960,0.25,7
TOLEDO,1960,0,8
VALENCIA,1960,0,8
VALLADOLID,1960,0,8
ZAMORA,1960,0,8
ZARAGOZA,1960,0.3875,7
A CORUÑA,1961,0,8
ALBACETE,1961,0.1,6
ALICANTE,1961,0,8
ALMERIA,1961,0,8
ARABA/ALAVA,1961,0,8
ASTURIAS,1961,0,8
AVILA,1961,0,8
BADAJOZ,1961,0,8
BARCELONA,1961,0,8
BIZKAIA,1961,0,8
BURGOS,1961,0.03125,6
CACERES,1961,0,8
CADIZ,1961,0,8
CANTABRIA,1961,0,8
CASTELLON,1961,0,8
CIUDAD REAL,1961,0,8
CORDOBA,1961,0,8
CUENCA,1961,0,8
GIPUZKOA,1961,0.15,5
GIRONA,1961,0.2875,7
GRANADA,1961,0,8
GUADALAJARA,1961,0,8
HUELVA,1961,0,8
HUESCA,1961,0,8
ILLES BALEARS,1961,0,8
JAEN,1961,0,8
LA RIOJA,1961,0.175,7
LAS PALMAS,1961,0,8
LEON,1961,0.0125,7
LLEIDA,1961,0,8
LUGO,1961,0,8
MADRID,1961,0,8
MALAGA,1961,0,8
MURCIA,1961,0,8
NAVARRA,1961,0,8
OURENSE,1961,0,8
PALENCIA,1961,0,8
PONTEVEDRA,1961,0,8
SALAMANCA,1961,0,8
SANTA CRUZ DE TENERIFE,1961,0,8
SEGOVIA,1961,0,8
SEVILLA,1961,0,8
SORIA,1961,0.0875,7
STA. CRUZ DE TENERIFE,1961,0,8
TARRAGONA,1961,0,8
TERUEL,1961,0,8
TOLEDO,1961,0,8
VALENCIA,1961,0,8
VALLADOLID,1961,0,8
ZAMORA,1961,0,8
ZARAGOZA,1961,0,8
A CORUÑA,1962,4.616666666666666,2
ALBACETE,1962,2.2625,4
ALICANTE,1962,1.4875,5
ALMERIA,1962,1.9375,3
ARABA/ALAVA,1962,3.1625,3
ASTURIAS,1962,2,4
AVILA,1962,2.1875,4
BADAJOZ,1962,0.6875,7
BARCELONA,1962,3.925,2
BIZKAIA,1962,5.55,5
BURGOS,1962,1.18125,4
CACERES,1962,2.125,5
CADIZ,1962,3.9541666666666666,3
CANTABRIA,1962,1.73,1
CASTELLON,1962,3.7624999999999997,4
CEUTA,1962,3.625,5
CIUDAD REAL,1962,1.425,6
CORDOBA,1962,4.2375,5
CUENCA,1962,2.425,3
GIPUZKOA,1962,5.24375,4
GIRONA,1962,10.504166666666666,2
GRANADA,1962,3.1125,4
GUADALAJARA,1962,4.479166666666667,3
HUELVA,1962,1.6875,6
HUESCA,1962,5.5375,4
ILLES BALEARS,1962,1.1333333333333333,2
JAEN,1962,3.45,4
LA RIOJA,1962,2.625,5
LAS PALMAS,1962,0.60625,6
LEON,1962,0.23125,4
LLEIDA,1962,6.324999999999999,3
LUGO,1962,1.5625,5
MADRID,1962,4.58125,2
MALAGA,1962,2.975,5
MURCIA,1962,2.8375,4
NAVARRA,1962,3.9,5
OURENSE,1962,1.6875,4
PALENCIA,1962,0.0375,7
PONTEVEDRA,1962,4.5875,5
SALAMANCA,1962,2.7,5
SANTA CRUZ DE TENERIFE,1962,3.26875,4
SEGOVIA,1962,2.55,5
SEVILLA,1962,2.0625,6
SORIA,1962,6.2124999999999995,4
STA. CRUZ DE TENERIFE,1962,1.95625,4
TARRAGONA,1962,5.5125,3
TERUEL,1962,2.725,6
TOLEDO,1962,1.86875,5
VALENCIA,1962,4.0625,4
VALLADOLID,1962,0.6625,6
ZAMORA,1962,0.0875,6
ZARAGOZA,1962,3.08125,4
A CORUÑA,1963,8.854166666666666,3
ALBACETE,1963,4.175,3
ALICANTE,1963,0.55,7
ALMERIA,1963,0.525,5
ARABA/ALAVA,1963,0.925,3
ASTURIAS,1963,1.5250000000000001,4
AVILA,1963,9.2875,0
BADAJOZ,1963,6.625,1
BARCELONA,1963,0.1875,4
BIZKAIA,1963,1.05,5
BURGOS,1963,4.98125,2
CACERES,1963,8.98125,2
CADIZ,1963,6.204166666666667,3
CANTABRIA,1963,0.5437500000000001,3
CASTELLON,1963,0.22499999999999998,6
CEUTA,1963,4.5,3
CIUDAD REAL,1963,8.1,1
CORDOBA,1963,14.525,2
CUENCA,1963,7.35,2
GIPUZKOA,1963,1.3875,4
GIRONA,1963,8.558333333333334,2
GRANADA,1963,2.0375,4
GUADALAJARA,1963,8.879166666666666,1
HUELVA,1963,11.275,3
HUESCA,1963,6.03125,2
ILLES BALEARS,1963,0.75,7
JAEN,1963,7.5,4
LA RIOJA,1963,2.15,3
LAS PALMAS,1963,1.675,4
LEON,1963,4.5125,2
LLEIDA,1963,2.025,4
LUGO,1963,2.3125,6
MADRID,1963,8.99,1
MALAGA,1963,6.675,4
MURCIA,1963,0.9208333333333333,4
NAVARRA,1963,1.1,5
OURENSE,1963,2.5625,3
PALENCIA,1963,2.7125,2
PONTEVEDRA,1963,13.325000000000001,2
SALAMANCA,1963,4.0375,2
SANTA CRUZ DE TENERIFE,1963,0.9125,7
SEGOVIA,1963,2.5875,4
SEVILLA,1963,9.66875,3
SORIA,1963,4.3875,1
STA. CRUZ DE TENERIFE,1963,2.191666666666667,7
TARRAGONA,1963,0.7375,4
TERUEL,1963,2,5
TOLEDO,1963,6.23125,1
VALENCIA,1963,0.8500000000000001,6
VALLADOLID,1963,5.3875,2
ZAMORA,1963,4.325,2
ZARAGOZA,1963,1.75625,2
A CORUÑA,1964,4.829166666666667,2
ALBACETE,1964,0.9750000000000001,6
ALICANTE,1964,0,8
ALMERIA,1964,0.3625,7
ARABA/ALAVA,1964,5.3374999999999995,1
ASTURIAS,1964,2.8249999999999997,0
AVILA,1964,1.6625,3
BADAJOZ,1964,1.4125,5
BARCELONA,1964,5.46875,4
BIZKAIA,1964,5.85,3
BURGOS,1964,3.7375,3
CACERES,1964,2.6875,5
CADIZ,1964,1.8791666666666667,5
CANTABRIA,1964,4.675,1
CASTELLON,1964,1.5750000000000002,5
CEUTA,1964,2.125,5
CIUDAD REAL,1964,2.85,2
CORDOBA,1964,0.95,5
CUENCA,1964,1.55,4
GIPUZKOA,1964,5.03125,2
GIRONA,1964,6.745833333333334,4
GRANADA,1964,2.7875,4
GUADALAJARA,1964,1.9,3
HUELVA,1964,0.6375,5
HUESCA,1964,3.15625,3
ILLES BALEARS,1964,0.6,6
JAEN,1964,3.2750000000000004,5
LA RIOJA,1964,3.65625,3
LAS PALMAS,1964,0,8
LEON,1964,2.5625,2
LLEIDA,1964,1.9625000000000001,6
LUGO,1964,6.375,3
MADRID,1964,2.3125,2
MALAGA,1964,1.3,6
MURCIA,1964,0.08333333333333333,7
NAVARRA,1964,5.5125,4
OURENSE,1964,3.5,4
PALENCIA,1964,1.675,3
PONTEVEDRA,1964,5.25625,2
SALAMANCA,1964,1.7125,4
SANTA CRUZ DE TENERIFE,1964,0,8
SEGOVIA,1964,3.55,2
SEVILLA,1964,0.55625,6
SORIA,1964,2.8125,4
STA. CRUZ DE TENERIFE,1964,0,8
TARRAGONA,1964,0.9666666666666667,5
TERUEL,1964,1.7375,4
TOLEDO,1964,0.6937500000000001,5
VALENCIA,1964,0.48750000000000004,6
VALLADOLID,1964,2.225,5
ZAMORA,1964,1.225,4
ZARAGOZA,1964,1.2125,4
A CORUÑA,1965,0.9476190476190476,2
ALBACETE,1965,0,8
ALICANTE,1965,0.0875,7
ALMERIA,1965,0.125,7
ARABA/ALAVA,1965,1.2,1
ASTURIAS,1965,1.1875,2
AVILA,1965,0,8
BADAJOZ,1965,0,8
BALEARES,1965,6.666666666666667,2
BARCELONA,1965,0.375,6
BIZKAIA,1965,6.6,0
BURGOS,1965,0.15625,6
CACERES,1965,0,8
CADIZ,1965,0,8
CANTABRIA,1965,3.94375,0
CASTELLON,1965,0,8
CEUTA,1965,0,8
CIUDAD REAL,1965,0,8
CORDOBA,1965,0,8
CUENCA,1965,0.0375,7
GIPUZKOA,1965,8.3375,0
GIRONA,1965,0.056249999999999994,7
GRANADA,1965,0,8
GUADALAJARA,1965,0,8
HUELVA,1965,0,8
HUESCA,1965,0,8
ILLES BALEARS,1965,0,8
JAEN,1965,0.3125,7
LA RIOJA,1965,0,8
LAS PALMAS,1965,0,8
LEON,1965,0,8
LLEIDA,1965,0.4791666666666667,4
LUGO,1965,11.375,5
MADRID,1965,0.04791666666666666,7
MALAGA,1965,0,8
MURCIA,1965,0,8
NAVARRA,1965,1.175,3
OURENSE,1965,0,8
PALENCIA,1965,0.1,6
PONTEVEDRA,1965,1.10625,5
SALAMANCA,1965,0,8
SANTA CRUZ DE TENERIFE,1965,0.2708333333333333,5
SEGOVIA,1965,0.15,7
SEVILLA,1965,0,8
SORIA,1965,0,8
STA. CRUZ DE TENERIFE,1965,0,8
TARRAGONA,1965,0,8
TERUEL,1965,0,8
TOLEDO,1965,0,8
VALENCIA,1965,0,8
VALLADOLID,1965,0,8
ZAMORA,1965,0.05,6
ZARAGOZA,1965,0,8
A CORUÑA,1966,14.145833333333334,0
ALBACETE,1966,0.47500000000000003,6
ALICANTE,1966,0.5125000000000001,6
ALMERIA,1966,0.05,7
ARABA/ALAVA,1966,2.15,1
ASTURIAS,1966,0.675,4
AVILA,1966,5.11875,2
BADAJOZ,1966,3.8125,3
BALEARES,1966,0.25,3
BARCELONA,1966,0.88125,4
BIZKAIA,1966,0.9625,3
BURGOS,1966,5.78125,1
CACERES,1966,8.625,3
CADIZ,1966,1.8875,4
CANTABRIA,1966,1.675,1
CASTELLON,1966,0.2,7
CIUDAD REAL,1966,2.3,3
CORDOBA,1966,2.55,5
CUENCA,1966,4.1875,0
GIPUZKOA,1966,1.99375,3
GIRONA,1966,1.11875,4
GRANADA,1966,0.42500000000000004,6
GUADALAJARA,1966,2.3875,0
HUELVA,1966,1.5375,5
HUESCA,1966,7.0375,1
ILLES BALEARS,1966,2.35,5
LA RIOJA,1966,0.93125,2
LAS PALMAS,1966,0,8
LEON,1966,5.55,1
LLEIDA,1966,3.629166666666667,0
LUGO,1966,13,0
MADRID,1966,2.4479166666666665,2
MALAGA,1966,0.25,7
MURCIA,1966,0,8
OURENSE,1966,6.125,2
PALENCIA,1966,2.55,2
PONTEVEDRA,1966,13.89375,0
SALAMANCA,1966,3.0749999999999997,3
SANTA CRUZ DE TENERIFE,1966,0.008333333333333333,7
SEGOVIA,1966,2.475,2
SEVILLA,1966,3.3125,1
SORIA,1966,3.9875,0
STA. CRUZ DE TENERIFE,1966,0,8
TARRAGONA,1966,1.55625,2
TERUEL,1966,0.65,3
TOLEDO,1966,2.26875,2
VALENCIA,1966,0.18125,7
VALLADOLID,1966,6.75,1
ZAMORA,1966,4.3875,1
ZARAGOZA,1966,0.99375,3
A CORUÑA,1967,0.3833333333333333,6
ALBACETE,1967,0,8
ALICANTE,1967,0,8
ALMERIA,1967,0,8
ARABA/ALAVA,1967,0.0375,7
ASTURIAS,1967,0.0875,6
AVILA,1967,0.39375,7
BADAJOZ,1967,0,8
BARCELONA,1967,0,8
BIZKAIA,1967,0.775,7
BURGOS,1967,0,8
CACERES,1967,0,8
CADIZ,1967,0,8
CANTABRIA,1967,0.675,7
CASTELLON,1967,0,8
CEUTA,1967,0,8
CIUDAD REAL,1967,0,8
CORDOBA,1967,0,8
CUENCA,1967,0,8
GIPUZKOA,1967,0.59375,7
GIRONA,1967,0.48124999999999996,7
GRANADA,1967,0,8
GUADALAJARA,1967,0,8
HUELVA,1967,0,8
HUESCA,1967,0,8
ILLES BALEARS,1967,0,8
JAEN,1967,0,8
LA RIOJA,1967,0,8
LAS PALMAS,1967,0,8
LEON,1967,0.0375,7
LLEIDA,1967,0,8
LUGO,1967,0.30833333333333335,7
MADRID,1967,0,8
MALAGA,1967,0,8
MURCIA,1967,0,8
NAVARRA,1967,0,8
OURENSE,1967,0,8
PALENCIA,1967,0,8
PONTEVEDRA,1967,0.1875,6
SALAMANCA,1967,0,8
SANTA CRUZ DE TENERIFE,1967,0.008333333333333333,7
SEGOVIA,1967,0,8
SEVILLA,1967,0,8
SORIA,1967,0,8
TARRAGONA,1967,0,8
TERUEL,1967,1.05,7
TOLEDO,1967,0,8
VALENCIA,1967,0,8
VALLADOLID,1967,0,8
ZAMORA,1967,0,8
ZARAGOZA,1967,0,8
A CORUÑA,1968,2.091666666666667,5
ALBACETE,1968,1.6625,6
ALICANTE,1968,2.69375,4
ALMERIA,1968,1.93125,5
ARABA/ALAVA,1968,2.275,5
ASTURIAS,1968,0.9750000000000001,6
AVILA,1968,1.49375,4
BADAJOZ,1968,1.54375,6
BARCELONA,1968,3.875,5
BIZKAIA,1968,2.775,5
BURGOS,1968,1.8125,4
CACERES,1968,1.425,4
CADIZ,1968,1.6916666666666667,5
CANTABRIA,1968,2.159375,6
CASTELLON,1968,1.8875,5
CEUTA,1968,0.375,7
CIUDAD REAL,1968,2.6,5
CORDOBA,1968,2.35,5
CUENCA,1968,3.1375,4
GIPUZKOA,1968,2.275,5
GIRONA,1968,6,3
GRANADA,1968,3,2
GUADALAJARA,1968,2.7875,2
HUELVA,1968,1.1,7
HUESCA,1968,2.31875,4
ILLES BALEARS,1968,2.6875,5
JAEN,1968,4.70625,2
LA RIOJA,1968,0.40625,7
LAS PALMAS,1968,1.440625,4
LEON,1968,1.26875,5
LLEIDA,1968,2.0375,5
LUGO,1968,2.404166666666667,3
MADRID,1968,1.9541666666666666,3
MALAGA,1968,0.25,7
MURCIA,1968,1.7208333333333334,4
OURENSE,1968,0,8
PALENCIA,1968,1.2750000000000001,4
PONTEVEDRA,1968,2.19375,5
SALAMANCA,1968,0.9125,5
SANTA CRUZ DE TENERIFE,1968,1.4833333333333334,5
SEGOVIA,1968,2.1625,5
SEVILLA,1968,1.8,4
SORIA,1968,1.3625,5
TARRAGONA,1968,2.9,5
TERUEL,1968,1.2125000000000001,4
TOLEDO,1968,1.99375,3
VALENCIA,1968,1.61875,4
VALLADOLID,1968,0.9375,5
ZAMORA,1968,1.35,7
ZARAGOZA,1968,1.79375,5
A CORUÑA,1969,1.3708333333333333,2
ALBACETE,1969,1.7374999999999998,6
ALICANTE,1969,1.65,3
ALMERIA,1969,0,8
ARABA/ALAVA,1969,5.1,1
ASTURIAS,1969,6.83125,2
AVILA,1969,3.5375,4
BADAJOZ,1969,1.8812499999999999,5
BALEARES,1969,6.7,3
BARCELONA,1969,14.10625,2
BIZKAIA,1969,6.2375,1
BURGOS,1969,2.35,3
CACERES,1969,5.075,3
CADIZ,1969,7.7749999999999995,2
CANTABRIA,1969,7.553125,2
CASTELLON,1969,6.425,4
CEUTA,1969,3.75,1
CIUDAD REAL,1969,0.84375,4
CORDOBA,1969,2.4,4
CUENCA,1969,1.5875,4
GIPUZKOA,1969,5.0625,1
GIRONA,1969,19.4375,2
GRANADA,1969,0.8125,3
GUADALAJARA,1969,2.48125,2
HUELVA,1969,0.5375,5
HUESCA,1969,9.0875,3
ILLES BALEARS,1969,6.2125,3
JAEN,1969,2.08,2
LA RIOJA,1969,10.09375,3
LAS PALMAS,1969,2.359375,1
LEON,1969,1.84375,3
LLEIDA,1969,6.941666666666666,2
LUGO,1969,1.6416666666666666,3
MADRID,1969,1.8666666666666667,2
MALAGA,1969,3.05,4
MURCIA,1969,0.7875,4
NAVARRA,1969,4.7625,3
OURENSE,1969,0,8
PALENCIA,1969,2.3125,3
PONTEVEDRA,1969,1.39375,3
SALAMANCA,1969,0.75,3
SANTA CRUZ DE TENERIFE,1969,2.7,2
SEGOVIA,1969,1.625,5
SEVILLA,1969,1.99375,3
SORIA,1969,1.9875,2
TARRAGONA,1969,18.725,2
TERUEL,1969,6.1875,3
TOLEDO,1969,1.41875,5
VALENCIA,1969,2.4875,5
VALLADOLID,1969,2.025,2
ZAMORA,1969,1.7875,2
ZARAGOZA,1969,7.1187499999999995,2
A CORUÑA,1970,3.3625,4
ALBACETE,1970,2.4125,4
ALICANTE,1970,2.15,5
ALMERIA,1970,2.1125,4
ARABA/ALAVA,1970,1.1125,4
ASTURIAS,1970,1.24375,3
AVILA,1970,0.925,5
BADAJOZ,1970,3.0062499999999996,4
BALEARES,1970,0.975,5
BARCELONA,1970,0.5625,5
BIZKAIA,1970,1.8625,2
BURGOS,1970,0.68125,3
CACERES,1970,0.6875,4
CADIZ,1970,5.1625000000000005,4
CANTABRIA,1970,3.259375,5
CASTELLON,1970,0.23750000000000002,6
CEUTA,1970,13,5
CIUDAD REAL,1970,4.1375,3
CORDOBA,1970,1.5750000000000002,5
CUENCA,1970,1.7375,4
GIPUZKOA,1970,1.78125,3
GIRONA,1970,2.591666666666667,2
GRANADA,1970,4.6375,4
GUADALAJARA,1970,1.3958333333333333,4
HUELVA,1970,4.975,5
HUESCA,1970,1.6625,5
ILLES BALEARS,1970,3.075,5
JAEN,1970,4.2625,2
LA RIOJA,1970,0.19375,7
LAS PALMAS,1970,2.653125,2
LEON,1970,0.7875,5
LLEIDA,1970,0.9375,3
LUGO,1970,1.6041666666666667,4
MADRID,1970,1.025,2
MALAGA,1970,8.862499999999999,4
MURCIA,1970,2.2875,5
NAVARRA,1970,1.025,5
PALENCIA,1970,0.35,6
PONTEVEDRA,1970,4.66875,4
SALAMANCA,1970,0.075,5
SANTA CRUZ DE TENERIFE,1970,2.9458333333333333,5
SEGOVIA,1970,1.4,4
SEVILLA,1970,2.5812500000000003,4
SORIA,1970,2.075,6
TARRAGONA,1970,0.04166666666666667,6
TERUEL,1970,2.55,6
TOLEDO,1970,1.3375,3
VALENCIA,1970,0.6875,4
VALLADOLID,1970,0.21250000000000002,6
ZAMORA,1970,0.22499999999999998,6
ZARAGOZA,1970,1.2375,6
A CORUÑA,1971,2.4125,0
ALBACETE,1971,2.6125000000000003,3
ALICANTE,1971,0.6,4
ALMERIA,1971,0.63125,4
ARABA/ALAVA,1971,1.475,4
ASTURIAS,1971,5.33125,3
AVILA,1971,4.51875,2
BADAJOZ,1971,4.8875,1
BALEARES,1971,2.175,5
BARCELONA,1971,0.9916666666666667,5
BIZKAIA,1971,0.9375,5
BURGOS,1971,3.35625,3
CACERES,1971,4.79375,1
CADIZ,1971,7.491666666666667,1
CANTABRIA,1971,4.478125,2
CASTELLON,1971,0.2125,6
CEUTA,1971,2,3
CIUDAD REAL,1971,1.76875,3
CORDOBA,1971,5.2375,3
CUENCA,1971,5.375,3
GIPUZKOA,1971,2.425,4
GIRONA,1971,1.9541666666666666,1
GRANADA,1971,2.575,2
GUADALAJARA,1971,4.2625,0
HUELVA,1971,13.4625,2
HUESCA,1971,0.65,6
ILLES BALEARS,1971,1.39375,5
JAEN,1971,2.975,3
LA RIOJA,1971,1.9375,4
LAS PALMAS,1971,0.6,3
LEON,1971,5.2625,0
LLEIDA,1971,1.2791666666666666,3
LUGO,1971,3.5833333333333335,1
MADRID,1971,4.089583333333334,0
MALAGA,1971,6.725,5
MELILLA,1971,2.0625,4
MURCIA,1971,0.5625,5
NAVARRA,1971,1.725,5
PALENCIA,1971,1.175,2
PONTEVEDRA,1971,4.2625,1
